Tycho Brahe's Mars Observations																			
Source: Tychonis Brahe Dani Opera Omnia																			
"Imput by: Wayne Pafko (March 24, 2000)"							Brahe's Declination Data Converted to Numbers							1582.89					
"[MS] = Mars Symbol (you know…the ""male"" sign)"							(not adjusted to current dates)												
																			
Year	Day	Time	Quote	Volume	Page		Year	Month	Day	Day (adj)	Hour	Min	Days since 1 AD	Date		Dec (deg)	Dec (min)	Dec (sec)	Declination
1593	"DIE 26 NOUEMBRIS, VESPERI."	H.7 M.2 S.50	1  32	12	295		1593	11	26	36	7		582182.79	1593.93	-1.00	1	32		-1.53
1593	"DIE 27 NOUEMBRIS, VESPERI."	H.7 M.2 S.20	Declin. [MS] vno  1  15 1/2	12	295		1593	11	27	37	7		582183.79	1593.93	-1.00	1	15	30	-1.26
1593	DIE 1 DECEMBRIS.	H.7 M.1 S.30	Decl. [MS]  0  19  40 vno	12	295		1593	12	1	11	7		582187.79	1593.94	-1.00	0	19		-0.32
1593	DIE 1 DECEMBRIS.	H.8 M.0 S.10	Delcin. [MS]  0  19	12	295		1593	12	1	11	8		582187.83	1593.94	-1.00	0	19		-0.32
1593	DIE 1 DECEMBRIS.	H.8 M.0 S.10	0  19 1/2	12	295		1593	12	1	11	8		582187.83	1593.94	-1.00	0	19	30	-0.33
1593	DIE 7 DECEMBRIS.	H.7 M.12 S.20	Decl. u  1  7 1/2 vno	12	296		1593	12	7	17	7		582193.79	1593.96	-1.00	1	7	30	-1.13
1593	DIE 7 DECEMBRIS.	H.8 M.31 S.30	1  8	12	296		1593	12	7	17	8		582193.83	1593.96	-1.00	1	8		-1.13
1593	DIE 7 DECEMBRIS.	H.8 M.31 S.30	1  8 1/3	12	296		1593	12	7	17	8		582193.83	1593.96	-1.00	1	8	20	-1.14
1593	DIE 8 DECEMBRIS.	H.5 M.57 S.40	Decl. [MS]  1  21 1/2 vno	12	296		1593	12	8	18	5		582194.71	1593.96	-1.00	1	21	30	-1.36
1593	DIE 8 DECEMBRIS.	H.6 M.29 S.50	1  22 1/4 altero pin.	12	296		1593	12	8	18	6		582194.75	1593.96	-1.00	1	22	15	-1.37
1593	DIE 8 DECEMBRIS.	H.6 M.37	1  22 1/2	12	296		1593	12	8	18	6		582194.75	1593.96	-1.00	1	22	30	-1.38
1593	DIE 8 DECEMBRIS.	H.6 M.37	1  22 1/3	12	296		1593	12	8	18	6		582194.75	1593.96	-1.00	1	22	20	-1.37
1593	DIE 10 DECEMBRIS.	H. 7 M.36	Decl. [MS]  1  52 1/2 vno pinn.	12	296		1593	12	10	20	7		582196.79	1593.97	-1.00	1	52	30	-1.88
1593	DIE 10 DECEMBRIS.	H.8 M.27	1  53	12	296		1593	12	10	20	8		582196.83	1593.97	1.00	1	53		1.88
1593	DIE 13 DECEMBRIS.	H.7 M.2 S.50	Decl. [MS]  2  36 1/4	12	297		1593	12	13	23	7		582199.79	1593.98	1.00	2	36	15	2.60
1593	DIE 13 DECEMBRIS.	H.7 M.2 S.50	2  36 1/2	12	297		1593	12	13	23	7		582199.79	1593.98	1.00	2	36	30	2.61
1593	DIE 19 DECEMBRIS.	H.5 M.39 S.10	Decl. [MS]  4  41 5/6 vtroq.	12	297		1593	12	19	29	5		582205.71	1593.99	1.00	4	41	50	4.70
1593	DIE 19 DECEMBRIS.	H.6 M.14 S.50	4  4 3/4	12	298		1593	12	19	29	6		582205.75	1593.99	1.00	4	4	45	4.08
1593	DIE 19 DECEMBRIS.	H.6 M.14 S.50	4  4 5/6	12	298		1593	12	19	29	6		582205.75	1593.99	1.00	4	4	50	4.08
1593	DIE 19 DECEMBRIS.	H.6 M.54 S.10	Decl. [MS]  4  4 2/3	12	298		1593	12	19	29	6		582205.75	1593.99	1.00	4	4	40	4.08
1593	DIE 19 DECEMBRIS.	H.6 M.54 S.10	4  5	12	298		1593	12	19	29	6		582205.75	1593.99	1.00	4	5		4.08
1593	DIE 29 DECEMBRIS.	H.5 M.10	Declin. [MS]  6  32 1/2	12	298		1593	12	29	39	5		582215.71	1594.02	1.00	6	32	30	6.54
1593	DIE 29 DECEMBRIS.	H.5 M.10	6  32 1/4	12	298		1593	12	29	39	5		582215.71	1594.02	1.00	6	32	15	6.54
1593	DIE 29 DECEMBRIS.	H.6 M.1 S.50	6  32 2/3	12	298		1593	12	29	39	6		582215.75	1594.02	1.00	6	32	40	6.54
1593	DIE 29 DECEMBRIS.	H.6 M.1 S.50	6  32 1/2	12	298		1593	12	29	39	6		582215.75	1594.02	1.00	6	32	30	6.54
1593	"DIE 30 DECEMBRIS, VESPERI."	H.6 M.16 H.20	Decl. 6  47 1/2	12	299		1593	12	30	40	6		582216.75	1594.02	1.00	6	47	30	6.79
1593	"DIE 30 DECEMBRIS, VESPERI."	H.6 M.16 H.20	6  48	12	299		1593	12	30	40	6		582216.75	1594.02	1.00	6	48		6.80
1594	"DIE 3 JANUARIJ, VESPERI."	H.6 M.20	Declin. [MS]  7  45	12	346		1594	1	3	13	6		582220.75	1594.03	1.00	7	45		7.75
1594	"DIE 3 JANUARIJ, VESPERI."	H.6 M.20	7  45 1/2	12	346		1594	1	3	13	6		582220.75	1594.03	1.00	7	45	30	7.76
1594	DIE 14 FEBRUARIJ.	H.6 M.34	Decl. [MS]  17  20	12	347		1594	2	14	24	6		582262.75	1594.15	1.00	17	20		17.33
1594	DIE 14 FEBRUARIJ.	H.6 M.34	17  20 1/2	12	347		1594	2	14	24	6		582262.75	1594.15	1.00	17	20	30	17.34
1594	"DIE 29 NOUEMBRIS, MANE."	H.6 M.40 S.10	Decl. [MS]  16  56 2/3	12	347		1594	11	29	39	6		582550.75	1594.94	-1.00	16	56	40	-16.94
1594	"DIE 29 NOUEMBRIS, MANE."	H.6 M.40 S.10	16  56	12	347		1594	11	29	39	6		582550.75	1594.94	-1.00	16	56		-16.93
1594	"DIE 29 NOUEMBRIS, MANE."	H.6 M.54	16  59	12	347		1594	11	29	39	6		582550.75	1594.94	-1.00	16	59		-16.98
1594	"DIE 29 NOUEMBRIS, MANE."	H.6 M.54	16  58	12	347		1594	11	29	39	6		582550.75	1594.94	-1.00	16	58		-16.97
1594	"DIE 10 DECEMBRIS, MANE."	H.6 M.19 S.30	Decl. [MS]  19  3	12	347		1594	12	10	20	6		582561.75	1594.97	-1.00	19	3		-19.05
1594	"DIE 10 DECEMBRIS, MANE."	H.6 M.19 S.30	19  0 1/3 bona	12	347		1594	12	10	20	6		582561.75	1594.97	-1.00	19	0	20	-19.01
1594	"DIE 28 DECEMBRIS, MANE."	H.7 M.0 S.0	Decl. [MS]  21  39 1/2	12	348		1594	12	28	38	7		582579.79	1595.02	-1.00	21	39	30	-21.66
1594	"DIE 28 DECEMBRIS, MANE."	H.7 M.2 S.50	21  41	12	348		1594	12	28	38	7		582579.79	1595.02	-1.00	21	41		-21.68
1594	"DIE 28 DECEMBRIS, MANE."	H.7 M.8 S.24	21  41	12	348		1594	12	28	38	7		582579.79	1595.02	-1.00	21	41		-21.68
1594	"DIE 28 DECEMBRIS, MANE."	H.7 M.12 S.55	21  40	12	348		1594	12	28	38	7		582579.79	1595.02	-1.00	21	40		-21.67
1594	"DIE 28 DECEMBRIS, MANE."	H.7 M.16 S.55	21  40 1/2	12	348		1594	12	28	38	7		582579.79	1595.02	-1.00	21	40	30	-21.68
1594	"DIE 28 DECEMBRIS, MANE."	H.7 M.21 S.10	21  41 1/2	12	348		1594	12	28	38	7		582579.79	1595.02	-1.00	21	41	30	-21.69
1595	"DIE 3 JANUARIJ, MANE."	H.7 M.26 S.15	Declin. 22  20	12	441		1595	1	3	13	7		582585.79	1595.03	-1.00	22	20		-22.33
1595	"DIE 4 JANUARIJ, MANE."	H.7 M.6 S.30	Declin. 22  27	12	441		1595	1	4	14	7		582586.79	1595.04	-1.00	22	27		-22.45
1595	"DIE 4 JANUARIJ, MANE."	H.7 M.6 S.30	22  27 1/2	12	441		1595	1	4	14	7		582586.79	1595.04	-1.00	22	27	30	-22.46
1595	"DIE 21 JULIJ, MANE"	H.1 M.2 2/3	Decl. [MS] B.  10  23 2/3	12	441		1595	7	21	31	1		582784.54	1595.58	1.00	10	23	40	10.39
1595	"DIE 21 JULIJ, MANE"	H.1 M.2 2/3	10  24	12	441		1595	7	21	31	1		582784.54	1595.58	1.00	10	24		10.40
1595	"DIE 22 JULIJ, MANE."	H.2 M.32 1/2	Decl. [MS] B.  10  35 1/2	12	441		1595	7	22	32	2		582785.58	1595.58	1.00	10	35	30	10.59
1595	"DIE 22 JULIJ, MANE."	H.2 M.32 1/2	10  36	12	441		1595	7	22	32	2		582785.58	1595.58	1.00	10	36		10.60
1595	"DIE 22 JULIJ, MANE."	H.2 M.47 1/3	10  35	12	441		1595	7	22	32	2		582785.58	1595.58	1.00	10	35		10.58
1595	"DIE 22 JULIJ, MANE."	H.2 M.47 1/3	10  35	12	441		1595	7	22	32	2		582785.58	1595.58	1.00	10	35		10.58
1595	"DIE 7 SEPTEMBRIS, MANE."	H.2 M.41 1/6	Declin. [MS]  16  52 1/3	12	442		1595	9	7	17	2		582832.58	1595.71	1.00	16	52	20	16.87
1595	"DIE 7 SEPTEMBRIS, MANE."	H.2 M.41 1/6	16  53	12	442		1595	9	7	17	2		582832.58	1595.71	1.00	16	53		16.88
1595	"DIE 7 SEPTEMBRIS, MANE."	H.2 M.52 1/6	16  52 1/4	12	442		1595	9	7	17	2		582832.58	1595.71	1.00	16	52	15	16.87
1595	"DIE 7 SEPTEMBRIS, MANE."	H.2 M.52 1/6	16  51	12	442		1595	9	7	17	2		582832.58	1595.71	1.00	16	51		16.85
1595	"DIE 7 SEPTEMBRIS, MANE."	H.3 M.6 1/2	16  52	12	442		1595	9	7	17	3		582832.63	1595.71	1.00	16	52		16.87
1595	"DIE 7 SEPTEMBRIS, MANE."	H.3 M.6 1/2	16  51 3/4	12	442		1595	9	7	17	3		582832.63	1595.71	1.00	16	51	45	16.86
1595	"DIE 7 SEPTEMBRIS, MANE."	H.3 M.19	16  52 1/2 vno pin.	12	442		1595	9	7	17	3		582832.63	1595.71	1.00	16	52	30	16.88
1595	"DIE 10 SEPTEMBRIS, MANE."	H.2 M.36 1/2	Declin. 17  4	12	443		1595	9	10	20	2		582835.58	1595.72	1.00	17	4		17.07
1595	"DIE 10 SEPTEMBRIS, MANE."	H.2 M.36 1/2	17  4 1/2	12	443		1595	9	10	20	2		582835.58	1595.72	1.00	17	4	30	17.08
1595	"DIE 10 SEPTEMBRIS, MANE."	H.2 M.44 1/6	17  4	12	443		1595	9	10	20	2		582835.58	1595.72	1.00	17	4		17.07
1595	"DIE 10 SEPTEMBRIS, MANE."	H.2 M.44 1/6	17  3 2/3	12	443		1595	9	10	20	2		582835.58	1595.72	1.00	17	3	40	17.06
1595	"DIE 10 SEPTEMBRIS, MANE."	H.2 M.54 1/6	17  4	12	443		1595	9	10	20	2		582835.58	1595.72	1.00	17	4		17.07
1595	"DIE 10 SEPTEMBRIS, MANE."	H.2 M.54 1/6	17  3 3/4	12	443		1595	9	10	20	2		582835.58	1595.72	1.00	17	3	45	17.06
1595	"DIE 11 SEPTEMBRIS, MANE."	H.3 M.13	Declin. 17  8 1/2	12	443		1595	9	11	21	3		582836.63	1595.72	1.00	17	8	30	17.14
1595	"DIE 11 SEPTEMBRIS, MANE."	H.3 M.13	17  8 1/3	12	443		1595	9	11	21	3		582836.63	1595.72	1.00	17	8	20	17.14
1595	"DIE 11 SEPTEMBRIS, MANE."	H.3 27 1/6	17  8 1/2 vtroq.	12	443		1595	9	11	21	3		582836.63	1595.72	1.00	17	8	30	17.14
1595	"DIE 12 SEPTEMBRIS, MANE."	H.4 M.20 2/3	Declin. 17  14	12	443		1595	9	12	22	4		582837.67	1595.72	1.00	17	14		17.23
1595	"DIE 12 SEPTEMBRIS, MANE."	H.4 M.20 2/3	17  13 2/3	12	443		1595	9	12	22	4		582837.67	1595.72	1.00	17	13	40	17.23
1595	"DIE 12 SEPTEMBRIS, MANE."	H.4 M.28 5/6	17  13 1/2	12	443		1595	9	12	22	4		582837.67	1595.72	1.00	17	13	30	17.23
1595	"DIE 12 SEPTEMBRIS, MANE."	H.4 M.28 5/6	17  13 1/3	12	443		1595	9	12	22	4		582837.67	1595.72	1.00	17	13	20	17.22
1595	"DIE 15 SEPTEMBRIS, MANE."	H.2 M.3 1/6	Declin. B.  17  22 1/2	12	444		1595	9	15	25	2		582840.58	1595.73	1.00	17	22	30	17.38
1595	"DIE 15 SEPTEMBRIS, MANE."	H.2 M.3 1/6	17  23	12	444		1595	9	15	25	2		582840.58	1595.73	1.00	17	23		17.38
1595	"DIE 15 SEPTEMBRIS, MANE."	H.2 M.9 1/3	17  22 2/3	12	444		1595	9	15	25	2		582840.58	1595.73	1.00	17	22	40	17.38
1595	"DIE 15 SEPTEMBRIS, MANE."	H.2 M.9 1/3	17  23	12	444		1595	9	15	25	2		582840.58	1595.73	1.00	17	23		17.38
1595	"DIE 15 SEPTEMBRIS, MANE."	H.2 M.16	17  22 1/2	12	444		1595	9	15	25	2		582840.58	1595.73	1.00	17	22	30	17.38
1595	"DIE 15 SEPTEMBRIS, MANE."	H.2 M.16	17  23	12	444		1595	9	15	25	2		582840.58	1595.73	1.00	17	23		17.38
1595	"DIE 18 SEPTEMBRIS, MANE."	H.4 M.1	Declin. [MS]  17  31 1/2	12	444		1595	9	18	28	4		582843.67	1595.74	1.00	17	31	30	17.53
1595	"DIE 18 SEPTEMBRIS, MANE."	H.4 M.1	17  31 2/3	12	444		1595	9	18	28	4		582843.67	1595.74	1.00	17	31	40	17.53
1595	"DIE 22 SEPTEMBRIS, MANE."	H.4 M.17	Declin. [MS]  17  40	12	444		1595	9	22	32	4		582847.67	1595.75	1.00	17	40		17.67
1595	"DIE 22 SEPTEMBRIS, MANE."	H.4 M.21	17  40	12	444		1595	9	22	32	4		582847.67	1595.75	1.00	17	40		17.67
1595	"DIE 22 SEPTEMBRIS, MANE."	H.4 M.21	17  40 1/3	12	444		1595	9	22	32	4		582847.67	1595.75	1.00	17	40	20	17.67
1595	"DIE 22 SEPTEMBRIS, MANE."	H.4 M.29	17  40 2/3	12	444		1595	9	22	32	4		582847.67	1595.75	1.00	17	40	40	17.68
1595	"DIE 22 SEPTEMBRIS, MANE."	H.4 M.29	17  40 5/6	12	444		1595	9	22	32	4		582847.67	1595.75	1.00	17	40	50	17.68
1595	"DIE 22 SEPTEMBRIS, MANE."	H.4 M.33	17  41 vtroque	12	444		1595	9	22	32	4		582847.67	1595.75	1.00	17	41		17.68
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.23 1/6	Declin. 17  59 1/3	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59	20	17.99
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.23 1/6	18  0	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	18	0		18.00
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.31 1/4	17  59	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59		17.98
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.31 1/4	17  59 5/6	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59	50	18.00
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.35 1/6	17  59	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59		17.98
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.35 1/6	17  59 5/6	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59	50	18.00
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.46 5/6	17  59	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59		17.98
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.46 5/6	18  00	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	18	0		18.00
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.57	Decl. [MS]  17  59	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59		17.98
1595	"DIE 12 OCTOBRIS, VESPERI."	H.8 M.57	17  59 1/2	12	445		1595	10	12	22	8		582867.83	1595.81	1.00	17	59	30	17.99
1595	"DIE 12 OCTOBRIS, VESPERI."	H.9 M.5 1/2	17  59	12	445		1595	10	12	22	9		582867.88	1595.81	1.00	17	59		17.98
1595	"DIE 12 OCTOBRIS, VESPERI."	H.9 M.41	17  59 1/6	12	445		1595	10	12	22	9		582867.88	1595.81	1.00	17	59	10	17.99
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.27	Decl. [MS]  17  52	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	52		17.87
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.27	17  52 1/3	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	52	20	17.87
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.27 3/4	Declin.  17  53 1/2	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	53	30	17.89
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.27 3/4	17  54 melior	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	54		17.90
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.31 2/3	17  53 1/2	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	53	30	17.89
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.31 2/3	17  54	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	54		17.90
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.35 1/6	17  54 1/6 vtroque	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	54	10	17.90
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.40 2/3	Declin. 17  54 vtroq.	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	54		17.90
1595	"DIE 16 OCTOBRIS, MANE."	H.3 M.45	17  54	12	446		1595	10	16	26	3		582871.63	1595.82	1.00	17	54		17.90
