Tycho Brahe's Mars Observations																			
Source: Tychonis Brahe Dani Opera Omnia																			
"Imput by: Wayne Pafko (March 24, 2000)"							Brahe's Declination Data Converted to Numbers							1582.89					
"[MS] = Mars Symbol (you know…the ""male"" sign)"							(not adjusted to current dates)												
																			
Year	Day	Time	Quote	Volume	Page		Year	Month	Day	Day (adj)	Hour	Min	Days since 1 AD	Date		Dec (deg)	Dec (min)	Dec (sec)	Declination
1582	"DIE 12 NOUEMBRIS, MANE."		Declinatio [MS]  23  7 B	10	174		1582	11	12	22			578150.50	1582.89	1.00	23	7		23.12
1582	DIE 30 DECEMBRIS		Afc. R. [MS]  107o  56'  Declin. 26o  36' B.	10	197		1582	12	30	40			578198.50	1583.02	1.00	26	56		26.93
1582	DIE 27 DECEMBRIS		declinatio [MS] 26o  22 1/3' et Afcenfio Recta [MS] 109o  30 1/3'	10	200		1582	12	27	37			578195.50	1583.01	1.00	26	22	20	26.37
1583	"DIE 18 JANUARIJ, VESPERI."		Declinatio 27  18 minus bona	10	244		1583	1	18	28			578217.50	1583.07	1.00	27	18		27.30
1584	"DIE 13 NOUEMBRIS, A.M."	H.13 26 P.M.	Declinatio [MS] B.  15  54	10	321		1584	11	13	23	13	26	578883.06	1584.90	1.00	15	54		15.90
1584	DIE 27 NOUEMBRIS	H.2 15'	Declinatio [MS]  14  42	10	322		1584	11	27	37	2	15	578896.59	1584.93	1.00	14	42		14.70
1584	DIE 20 DECEMBRIS AD VESPERAS.		Decl. [MS] (erat prope horizont.) 14  24	10	322		1584	12	20	30			578919.50	1585.00	1.00	14	24		14.40
1584	DIE 21 DECEMBRIS AD VESPERAS.		Declinatio [MS]  14  21 1/2	10	322		1584	12	21	31			578920.50	1585.00	1.00	14	21	30	14.36
1584	DIE 21 DECEMBRIS AD VESPERAS.		Declinatio [MS]  14  21 1/4	10	322		1584	12	21	31			578920.50	1585.00	1.00	14	21	15	14.35
1585	DIE 7 JANUARIJ.		Declin. [MS]  I  15  35    II  15  35	10	382		1585	1	7	17			578937.50	1585.04	1.00	15	35		15.58
1585	DIE 9 JANUARIJ.	A.M.	Decl. [MS]  15  50 per Arm. Bor.	10	383		1585	1	9	19			578939.50	1585.05	1.00	15	50		15.83
1585	Die 14 Januarij	H. 16 M. 40 P.M.	Decl. eius B. 16  27	10	384		1585	1	14	24	16	40	578945.19	1585.07	1.00	16	27		16.45
1585	Die 22 Jan.	H.14 55 P.M.	Decl. [MS] B.  17  31  0	10	388		1585	1	22	32	14	55	578953.12	1585.09	1.00	17	31		17.52
1585	Die 31 Jan. circa mediam noctem.		Decl. [MS] Sept.  18  43  0	10	388		1585	1	31	41			578961.50	1585.11	1.00	18	43		18.72
1585	DIE 3 FEBRUARIJ.	H.9 M.43	Decl. [MS] fept.  19  1 1/6 per Armillas Auftrales.	10	389		1585	2	3	13	9	43	578964.90	1585.12	1.00	19	1	10	19.02
1585	DIE 3 FEBRUARIJ.	H.9 M.39	Declinatio [MS] per Armillas Boreales  19 3	10	389		1585	2	3	13	9	39	578964.90	1585.12	1.00	19	3		19.05
1585	Die 3 Feb.	H. 6 1/4 P.M.	Declinatio [MS]  19  2  0	10	389		1585	2	3	13	6	15	578964.76	1585.12	1.00	19	2		19.03
1585	DIE 4 FEBRUARIJ.	H.9 M.14	Decl. [MS] fept.  19  9 3/4 per Armillas Boreales.	10	389		1585	2	4	14	9	14	578965.88	1585.12	1.00	19	9	45	19.16
1585	DIE 4 FEBRUARIJ.	H.8 M.16	Decl. [MS]  19  8 per Armilas Auftrales.	10	389		1585	2	4	14	8	16	578965.84	1585.12	1.00	19	8		19.13
1585	DIE 4 FEBRUARIJ.	H.6.40 P.M.	Decl. [MS] B.  19  9  45.	10	389		1585	2	4	14	6	40	578965.78	1585.12	1.00	19	9	45	19.16
1585	DIE 17 FEBRUARIJ.	H.9.45	Decl. [MS]  20  21  45	10	391		1585	2	17	27	9	45	578978.91	1585.16	1.00	20	21	45	20.36
1585	DIE 17 FEBRUARIJ.	H. 9 1/2	Decl. [MS]  20  21 1/2	10	392		1585	2	17	27	9	30	578978.90	1585.16	1.00	20	21	30	20.36
1585	DIE 17 FEBRUARIJ.	H. 9 5/6	Decl. [MS]  20  21 1/2 B.	10	392		1585	2	17	27	9	50	578978.91	1585.16	1.00	20	21	30	20.36
1585	Die 12 Martij	H. 9 1/3 P.M.	Declinatio [MS] B.  20  32 3/4	10	397		1585	3	12	22	9	20	579001.89	1585.22	1.00	20	32	45	20.55
1585	Die 16 Martij	H. 7 5/6	Declin. [MS] B.  20  23  0	10	397		1585	3	16	26	7	50	579005.83	1585.23	1.00	20	23		20.38
1585	Die 19 Marij	H. 8 1/4	Declin. [MS]  20  5  30	10	397		1585	3	19	29	8	15	579008.84	1585.24	1.00	20	5	30	20.09
1585	DIE 26 MARTIJ.	H. 8 1/3 P.M.	Declinatio [MS] B.  19  44  0	10	398		1585	3	26	36	8	20	579015.85	1585.26	1.00	19	44	0	19.73
1585	DIE 15 APRILIS.	H. 9 48'	Decl. [MS] Bor.  17o  38 2/3'.	10	398		1585	4	15	25	9	48	579035.91	1585.31	1.00	17	38	40	17.64
1585	Die 15 Aprils	H. 9 50	Declin. [MS] B.  17  38 3/4	10	399		1585	4	15	25	9	50	579035.91	1585.31	1.00	17	38	45	17.65
1585	DIE 26 APRILIS.	H. 9 50	Decl. [MS] B.  16  8 1/2 per Armillas Boreales.	10	399		1585	4	26	36	9	50	579046.91	1585.34	1.00	16	8	30	16.14
1585	DIE 7 MAIJ.	H. 11  24 1/2	Declinatio [MS]  14  22 1/2 per Armillas Auftrales	10	401		1585	5	7	17	11	24.5	579057.98	1585.37	1.00	14	22	30	14.38
1585	DIE 7 MAIJ.	H. 9 1/3	Decl. [MS]  14  22	10	401		1585	5	7	17	9	20	579057.89	1585.37	1.00	14	22		14.37
1585	DIE 7 MAIJ.	H. 11 1/4	Decl [MS]  14  22 1/2 B.	10	401		1585	5	7	17	11	15	579057.97	1585.37	1.00	14	22	30	14.38
1585	DIE 12 MAIJ.		declinatio [MS] B.  13o  30 1/4' per Auftrales Armillas.	10	401		1585	5	12	22			579062.50	1585.39	1.00	13	30	15	13.50
1585	DIE 17 MAIJ.	H.11 30	Decl. [MS] B.  12  38 1/2 per Arm. auft.	10	401		1585	5	17	27	11	30	579067.98	1585.40	1.00	12	38	30	12.64
1585	DIE 18 MAIJ.	H.10 40	Decl. [MS]  12  27 B. per Arm. auft.	10	402		1585	5	18	28	10	40	579068.94	1585.40	1.00	12	27		12.45
1586	DIE 23 SEPTEMBRIS.	H.5 M.12 P.M.N.	Declin. [MS] B. 18  5 1/2	11	63		1586	9	23	33	5	12	579561.72	1586.75	1.00	18	5	30	18.09
1586	DIE 24 SEPTEMBRIS A.M.	H.3 M.55	Declin. [MS] Bor.  17 56 1/2	11	64		1586	9	24	34	3	55	579562.66	1586.76	1.00	17	56	30	17.94
1586	DIE 10 OCTOBRIS.	H.2 M.32	Declin. [MS] per Armillas  15 3 3/4 B.	11	64		1586	10	10	20	2	32	579578.61	1586.80	1.00	15	3	45	15.06
1586	DIE 10 OCTOBRIS.	H.2 M.32	alt. pinnac.  15  3 1/2	11	64		1586	10	10	20	2	32	579578.61	1586.80	1.00	15	3	30	15.06
1586	DIE 10 OCTOBRIS.	H.6 M.14	Declin. [MS] B. vno  13  0 1/2	11	64		1586	10	10	20	6	14	579578.76	1586.80	1.00	13	0	30	13.01
1586	DIE 10 OCTOBRIS.	H.6 M.14	alt. pinnac.  13  0 2/3	11	64		1586	10	10	20	6	14	579578.76	1586.80	1.00	13	0	40	13.01
1586	DIE 24 OCTOBRIS.	H.6  M.35	Declin. [MS] B.  12  39 3/4	11	64		1586	10	24	34	6	35	579592.77	1586.84	1.00	12	39	45	12.66
1586	DIE 25 OCTOBRIS A.M.	H.5 M.11	Declinatio [MS]  12  29 1/3	11	64		1586	10	25	35	5	11	579593.72	1586.84	1.00	12	29	20	12.49
1586	DIE 25 OCTOBRIS A.M.	H.5 M.16	Repetita Decl. [MS]  12  29 1/3	11	64		1586	10	25	35	5	16	579593.72	1586.84	1.00	12	29	20	12.49
1586	DIE 25 OCTOBRIS A.M.	H.5 M.32	Declin. [MS] vt prius  12  29 1/3	11	64		1586	10	25	35	5	32	579593.73	1586.84	1.00	12	29	20	12.49
1586	DIE 1 NOUEMBRIS A.M.	H.5 M.6	Declin. [MS] Bor.  11  2 3/4	11	64		1586	11	1	11	5	6	579600.71	1586.86	1.00	11	2	45	11.05
1586	DIE 2 NOUEMBRIS A.M.	H.4 M.46 1/6	Declin. [MS] Bor.  11 3	11	64		1586	11	2	12	4	46.16666	579601.70	1586.86	1.00	11	3		11.05
1586	DIE 8 NOUREMBRIS A.M.	H.6 M.34	Declin. [MS] Bor.  10  4 1/2	11	65		1586	11	8	18	6	34	579607.77	1586.88	1.00	10	4	30	10.08
1586	DIE 10 NOUEMBRIS A.M.	H.7 M.20	Declin. Bor.  9  32 1/2	11	65		1586	11	10	20	7	20	579609.81	1586.89	1.00	9	32	30	9.54
1586	DIE 10 NOUEMBRIS A.M.	H.7 M.28 1/2	Repetita Declin. [MS]  9  33	11	65		1586	11	10	20	7	28.5	579609.81	1586.89	1.00	9	33		9.55
1586	DIE 11 NOUEMBRIS A.M.	H.4 M.19 S.50	Declin [MS] Bor.  9  25 1/2	11	65		1586	11	11	21	4	19.8333	579610.68	1586.89	1.00	9	25	30	9.43
1586	DIE 11 NOUEMBRIS A.M.	"H.7 M.6 45"""	Decl. ex alt.  9  25  0	11	65		1586	11	11	21	7	6.75	579610.80	1586.89	1.00	9	25		9.42
1586	DIE 23 NOUEMBRIS A.M.	H.6 M.15	Declin. [MS] B. vno  7  19 3/4	11	65		1586	11	23	33	6	15	579622.76	1586.92	1.00	7	19	45	7.33
1586	DIE 23 NOUEMBRIS A.M.	H.7 M.24	Declin. [MS] B. vno pinn.  7  19 2/3	11	66		1586	11	23	33	7	24	579622.81	1586.92	1.00	7	19	40	7.33
1586	DIE 23 NOUEMBRIS A.M.	H.7 M.24	altero pinac.  7  19 5/6	11	66		1586	11	23	33	7	24	579622.81	1586.92	1.00	7	19	50	7.33
1586	DIE 1 DECEMBRIS.	H.7 M.35 1/2	Declin. [MS] Bor.  6  2 1/6	11	66		1586	12	1	11	7	35.5	579630.82	1586.94	1.00	6	2	10	6.04
1586	DIE 1 DECEMBRIS.	H.7 M.35 1/2	Alt. pinnac.  6  2 1/4	11	66		1586	12	1	11	7	35.5	579630.82	1586.94	1.00	6	2	15	6.04
1586	"DIE 16 DECEMBRIS, MANE."	H.6 M.4	Decl. [MS] per Armillas  3  53 1/2	11	66		1586	12	16	26	6	4	579645.75	1586.98	1.00	3	53	30	3.89
1586	"DIE 16 DECEMBRIS, MANE."	H.6 M.4	alt. pinn.  3  54	11	66		1586	12	16	26	6	4	579645.75	1586.98	1.00	3	54		3.90
1586	DIE 27 DECEMBRIS A.M.	H.4 M.8	Declin. [MS] Bor. vno  2  40	11	66		1586	12	27	37	4	8	579656.67	1587.01	1.00	2	40		2.67
1586	DIE 27 DECEMBRIS A.M.	H.4 M.8	alt. pin.  2  40	11	66		1586	12	27	37	4	8	579656.67	1587.01	1.00	2	40		2.67
1586	DIE 27 DECEMBRIS A.M.	H.7 M.2 S.50	Declin. Martis repet.  2  38 3/4	11	66		1586	12	27	37	7	2.83333	579656.79	1587.01	1.00	2	38	45	2.65
1586	DIE 27 DECEMBRIS A.M.	H. 3 5/6	Declinatio [MS] tis  2  39 1/2 B.	11	66		1586	12	27	37	3	50	579656.66	1587.01	1.00	2	39	30	2.66
1586	DIE 27 DECEMBRIS A.M.	H.4 0	Declinatio  2  39 2/3 B.	11	66		1586	12	27	37	4	0	579656.67	1587.01	1.00	2	39	40	2.66
1587	DIE 1 JANUARIJ A.M.	H.7 M.8	Declin. [MS]  per Armill. fubt.  2  11 1/2 Bor.	11	177		1587	1	1	11	7	8	579661.80	1587.03	1.00	2	11	30	2.19
1587	DIE 1 JANUARIJ A.M.	H.7 M.8	altero pinnacidio  2  12 1/2	11	177		1587	1	1	11	7	8	579661.80	1587.03	1.00	2	12	30	2.21
1587	DIE 9 JANUARIJ A.M.	H.6 M.35 S.56	Declin. [MS]  vno  1  39 1/2	11	178		1587	1	9	19	6	35.9	579669.77	1587.05	1.00	1	39	30	1.66
1587	DIE 9 JANUARIJ A.M.	H.6 M.35 S.56	altero pinn.  1  39 5/6	11	178		1587	1	9	19	6	35.9	579669.77	1587.05	1.00	1	39	50	1.66
1587	DIE 10 JANUARIJ A.M.	H. 5  M.15	"[MS] Decl. Bor.  1  35  bis, bona"	11	178		1587	1	10	20	5	15	579670.72	1587.05	1.00	1	35		1.58
1587	DIE 11 JANUARIJ.	H.6 M.48	Declin. 1 31 Bor.	11	178		1587	1	11	21	6	48	579671.78	1587.05	1.00	1	31		1.52
1587	DIE 11 JANUARIJ.	H.6 M.48	1  31 1/4 dubia	11	178		1587	1	11	21	6	48	579671.78	1587.05	1.00	1	31	15	1.52
1587	DIE 14 JANUARIJ.	H.7 M.44 1/2	Declin. [MS] B. vno pinn.  1  26	11	179		1587	1	14	24	7	44.5	579674.82	1587.06	1.00	1	26		1.43
1587	DIE 14 JANUARIJ.	H.7 M.44 1/2	alt. pinn.  1  25 1/2	11	179		1587	1	14	24	7	44.5	579674.82	1587.06	1.00	1	25	30	1.43
1587	DIE 14 JANUARIJ.	H.8 M.0	Repetita Declin. [MS] Bor. vno  1  26	11	179		1587	1	14	24	8	0	579674.83	1587.06	1.00	1	26		1.43
1587	DIE 14 JANUARIJ.	H.8 M.0	altero  1  25 1/2	11	179		1587	1	14	24	8	0	579674.83	1587.06	1.00	1	25	30	1.43
1587	"DIE 15 JANUARIJ, MANE."	H.4 M.45	Declin. [MS] Bor. vno  1  23 1/2	11	179		1587	1	15	25	4	45	579675.70	1587.07	1.00	1	23	30	1.39
1587	"DIE 15 JANUARIJ, MANE."	H.4 M.45	altero  1  23	11	179		1587	1	15	25	4	45	579675.70	1587.07	1.00	1	23		1.38
1587	"DIE 16 JANUARIJ, A.M."	H.4 M.51	"Declinatio [MS] 1g 21' B vnico pinnacidio, inter nubes obferuata."	11	179		1587	1	16	26	4	51	579676.70	1587.07	1.00	1	21		1.35
1587	"DIE 26 JANUARIJ, MANE."	H.4 M.28	Declin. [MS] B. vno pinn.  1  16 1/2	11	179		1587	1	26	36	4	28	579686.69	1587.10	1.00	1	16	30	1.28
1587	"DIE 26 JANUARIJ, MANE."	H.4 M.28	altero  1  16	11	179		1587	1	26	36	4	28	579686.69	1587.10	1.00	1	16		1.27
1587	"DIE 26 JANUARIJ, MANE."	H.6 M.8	Declin. [MS] B. vno  1  16 1/2	11	180		1587	1	26	36	6	8	579686.76	1587.10	1.00	1	16	30	1.28
1587	"DIE 26 JANUARIJ, MANE."	H.6 M.8	altero pinn.  1  16	11	180		1587	1	26	36	6	8	579686.76	1587.10	1.00	1	16		1.27
1587	"DIE 28 JANUARIJ, MANE."	H.4 M.25	Decl. [MS] Bor. vno pinn.  1  19	11	180		1587	1	28	38	4	25	579688.68	1587.10	1.00	1	19		1.32
1587	"DIE 28 JANUARIJ, MANE."	H.4 M.25	altero pinn.  1  18 1/2	11	180		1587	1	28	38	4	25	579688.68	1587.10	1.00	1	18	30	1.31
1587	"DIE 28 JANUARIJ, MANE."	H.5 M.10	Repetita declin. [MS] Bor.  1  19	11	180		1587	1	28	38	5	10	579688.72	1587.10	1.00	1	19		1.32
1587	"DIE 29 JANUARIJ, MANE."	H.5 M.12 2/3	Declinatio [MS] Bor. per Armillas  1  21 1/2	11	180		1587	1	29	39	5	12.6666	579689.72	1587.10	1.00	1	21	30	1.36
1587	"DIE 29 JANUARIJ, MANE."	H.6 M.14	Repetita decl. [MS] Bor.  1  21 1/2	11	180		1587	1	29	39	6	14	579689.76	1587.10	1.00	1	21	30	1.36
1587	DIE 9 JANUARIJ (FEB???)	H.6  M.0	Declin. [MS]  1  39 3/4 B.	11	180		1587	2	9	19	6	0	579700.75	1587.13	1.00	1	39	45	1.66
1587	DIE 9 JANUARIJ (FEB???)	H.7 M.20	Declinatio B.  1  39 3/4	11	180		1587	2	9	19	7	20	579700.81	1587.13	1.00	1	39	45	1.66
1587	DIE 10 JANUARIJ (FEB???)	H.5 M.6	Decl. [MS] B.  1  34 1/2	11	180		1587	2	10	20	5	6	579701.71	1587.14	1.00	1	34	30	1.58
1587	DIE 10 JANUARIJ (FEB???)	H.5 M.17	Declin. Bor.  1  34  30	11	180		1587	2	10	20	5	17	579701.72	1587.14	1.00	1	34	30	1.58
1587	DIE 14 JANUARIJ (FEB???)	H.7 M.4	Declinatio Bor.  1  25 3/4	11	181		1587	2	14	24	7	4	579705.79	1587.15	1.00	1	25	45	1.43
1587	DIE 14 JANUARIJ (FEB???)	H.15 M.52	Declinatio Bor.  1  23  25	11	181		1587	2	14	24	15	52	579706.16	1587.15	1.00	1	23	25	1.39
1587	DIE 14 JANUARIJ (FEB???)	H.16 M.45	Declin. per Armill.  1  23  10	11	181		1587	2	14	24	16	45	579706.20	1587.15	1.00	1	23	10	1.39
1587	DIE 15 JANUARIJ. (FEB???)	H.15 M.57	Declin. B.  1  21	11	181		1587	2	15	25	15	57	579707.16	1587.15	1.00	1	21		1.35
1587	DIE 21 FEBRUARIJ.	H.9	Declin. [MS] fruit  3  13	11	181		1587	2	21	31	9	0	579712.88	1587.17	1.00	3	13		3.22
1587	DIE 21 FEBRUARIJ.	H.10  M.22	Declin. [MS]  3  14	11	181		1587	2	21	31	10	22	579712.93	1587.17	1.00	3	14		3.23
1587	DIE 21 FEBRUARIJ.	H.10  M.22	3  14 1/4	11	181		1587	2	21	31	10	22	579712.93	1587.17	1.00	3	14	15	3.24
1587	DIE 23 FEBRUARIJ.	H.8 3/4	declinatio [MS] 3 grad. 29 2/3 Min. bis.	11	181		1587	2	23	33	8	45	579714.86	1587.17	1.00	3	29	40	3.49
1587	DIE 23 FEBRUARIJ.	H.1 M.50	Declin. [MS]  B.  3  33 1/3	11	181		1587	2	23	33	1	50	579714.58	1587.17	1.00	3	33	20	3.56
1587	"DIE 27 FEBRUARIJ, MANE."	H.4 M.23	Declin. [MS] B. vno pinna.  4  1	11	182		1587	2	27	37	4	23	579718.68	1587.18	1.00	4	1		4.02
1587	"DIE 27 FEBRUARIJ, MANE."	H.4 M.23	altero  4  1  dubiae	11	182		1587	2	27	37	4	23	579718.68	1587.18	1.00	4	1		4.02
1587	"DIE 27 FEBRUARIJ, MANE."	H.7 M.55	Per Armill. verific. Decl.  4  5 1/4 B.	11	182		1587	2	27	37	7	55	579718.83	1587.18	1.00	4	5	15	4.09
1587	DIE 3 MARTIJ.	H.1 M.30	Declin. [MS]  4  29 1/2	11	182		1587	3	3	13	1	30	579722.56	1587.19	1.00	4	29	30	4.49
1587	DIE 3 MARTIJ.	H.1 M.30	alt. pinn.  4  29 1/4	11	182		1587	3	3	13	1	30	579722.56	1587.19	1.00	4	29	15	4.49
1587	DIE 3 MARTIJ.	H.5 M.6	Declin.  4  32 3/4	11	182		1587	3	3	13	5	6	579722.71	1587.19	1.00	4	32	45	4.55
1587	DIE 3 MARTIJ.	H.5 M.11	4  33	11	182		1587	3	3	13	5	11	579722.72	1587.19	1.00	4	33		4.55
1587	EODEM DIE 3 MARTIJ P.M.	H.7 M.33 1/2	Declin. [MS]  4  38 B	11	183		1587	3	3	13	7	33.5	579722.81	1587.19	1.00	4	38		4.63
1587	EODEM DIE 3 MARTIJ P.M.	H.7 M.39	Declin. [MS]  4  38	11	183		1587	3	3	13	7	39	579722.82	1587.19	1.00	4	38		4.63
1587	EODEM DIE 3 MARTIJ P.M.	H.7 M.48	Declin. [MS]  4  38	11	183		1587	3	3	13	7	48	579722.83	1587.19	1.00	4	38		4.63
1587	EODEM DIE 3 MARTIJ P.M.	H.8 M.2	Declin. [MS]  4 39 1/2	11	183		1587	3	3	13	8	2	579722.83	1587.19	1.00	4	39	30	4.66
1587	EODEM DIE 3 MARTIJ P.M.	H.8 M.23	Fuit decl. [MS]  4  37 B	11	183		1587	3	3	13	8	23	579722.85	1587.19	1.00	4	37		4.62
1587	EODEM DIE 3 MARTIJ P.M.	H.9 M.35	Decl. [MS]  repetita  4  37 1/2 B.	11	183		1587	3	3	13	9	35	579722.90	1587.19	1.00	4	37	30	4.63
1587	DIE 4 MARTIJ.	H.7 M.22	Declin. [MS]  4  47 3/4 B	11	183		1587	3	4	14	7	22	579723.81	1587.20	1.00	4	37	45	4.63
1587	DIE 4 MARTIJ.	H.7 M.26	4  48 B	11	183		1587	3	4	14	7	26	579723.81	1587.20	1.00	4	48		4.80
1587	DIE 4 MARTIJ.	H.7 M.42 1/2	Decl. [MS]  4  48	11	183		1587	3	4	14	7	42.5	579723.82	1587.20	1.00	4	48		4.80
1587	DIE 4 MARTIJ.	H.7 M.42 1/2	altero  4  47 3/4	11	183		1587	3	4	14	7	42.5	579723.82	1587.20	1.00	4	47	45	4.80
1587	DIE 4 MARTIJ.	H.11 M.9	Decl. [MS]  4  46 1/4 B	11	184		1587	3	4	14	11	9	579723.96	1587.20	1.00	4	46	15	4.77
1587	DIE 4 MARTIJ.	H.0 M.58	Decl. [MS]  4  45 1/2	11	184		1587	3	4	14	0	58	579723.54	1587.20	1.00	4	45	30	4.76
1587	DIE 4 MARTIJ.	H.1  M.44	Declin. [MS]  4  45 1/2	11	184		1587	3	4	14	1	44	579723.57	1587.20	1.00	4	45	30	4.76
1587	DIE 4 MARTIJ.	H.7 M.7	Decl. [MS]  4  56 B	11	184		1587	3	4	14	7	7	579723.80	1587.20	1.00	4	56		4.93
1587	DIE 7 MARTIJ.	H.10 M.11 2/3	Declin. ex alt. m.  5  35  15	11	184		1587	3	7	17	10	11.666	579726.92	1587.21	1.00	5	35	15	5.59
1587	DIE 9 MARTIJ P.M.	H.9 M.21	Declin. [MS] vno pinn.  5  25 3/4	11	185		1587	3	9	19	9	21	579728.89	1587.21	1.00	5	25	45	5.43
1587	DIE 9 MARTIJ P.M.	H.9 M.21	altero  5  26	11	185		1587	3	9	19	9	21	579728.89	1587.21	1.00	5	26		5.43
1587	DIE 9 MARTIJ P.M.	H.9 M.43	Declin. [MS] vno pinn.  5  26 Bor.	11	185		1587	3	9	19	9	43	579728.90	1587.21	1.00	5	26		5.43
1587	DIE 9 MARTIJ P.M.	H.9 M.43	altero pinnac.  5  26	11	185		1587	3	9	19	9	43	579728.90	1587.21	1.00	5	26		5.43
1587	DIE 9 MARTIJ P.M.	H.11 M.20	Decl.  5  26 B.	11	185		1587	3	9	19	11	20	579728.97	1587.21	1.00	5	26		5.43
1587	"DIE 10 MARTIJ, P.M."	H.6 M.44	Decl. [MS]  5  36 1/4 B	11	185		1587	3	10	20	6	44	579729.78	1587.21	1.00	5	36	15	5.60
1587	"DIE 10 MARTIJ, P.M."	H.7 M.10	Decl. [MS]  5  35	11	185		1587	3	10	20	7	10	579729.80	1587.21	1.00	5	35		5.58
1587	"DIE 12 MARTIJ, P.M."	H.9 M.1	Declin. [MS]  5  50 B.	11	187		1587	3	12	22	9	1	579731.88	1587.22	1.00	5	50		5.83
1587	"DIE 12 MARTIJ, P.M."	H.9 M.23	Declin. [MS]  5  51 Bor.	11	187		1587	3	12	22	9	23	579731.89	1587.22	1.00	5	51		5.85
1587	"DIE 12 MARTIJ, P.M."	H.9 M.23	altero  5  51 1/4	11	187		1587	3	12	22	9	23	579731.89	1587.22	1.00	5	51	15	5.85
1587	DIE 17 MARTIJ P.M.	H.10 M.18	Declin. [MS]  6  25 B.	11	187		1587	3	17	27	10	18	579736.93	1587.23	1.00	6	25		6.42
1587	DIE 17 MARTIJ P.M.	H.10 M.43	Declinatio [MS]  Bor.  6  25	11	187		1587	3	17	27	10	43	579736.95	1587.23	1.00	6	25		6.42
1587	DIE 17 MARTIJ P.M.	H.10 M.43	Repetita  6  25	11	187		1587	3	17	27	10	43	579736.95	1587.23	1.00	6	25		6.42
1587	"DIE 27 MARTIJ, VESPERI."	H.9  M.31	Declin. [MS]  7  18 1/2 Bor.	11	187		1587	3	27	37	9	31	579746.90	1587.26	1.00	7	18	30	7.31
1587	"DIE 27 MARTIJ, VESPERI."	H.9 M.44	Repet Declin. [MS]  7  18 2/3	11	187		1587	3	27	37	9	44	579746.91	1587.26	1.00	7	18	40	7.31
1587	DIE 1 APRILIS.	H.9 M.1	Declin.  [MS]  7  35	11	188		1587	4	1	11	9	1	579751.88	1587.27	1.00	7	35		7.58
1587	DIE 1 APRILIS.	H.9 M.17	Repetita [MS] Decl.  7  35	11	188		1587	4	1	11	9	17	579751.89	1587.27	1.00	7	35		7.58
1587	DIE 1 APRILIS.	H.9 M.42	Repetita Declin. [MS]  7  34 3/4	11	188		1587	4	1	11	9	42	579751.90	1587.27	1.00	7	34	45	7.58
1587	DIE 5 APRILIS P.M.	H.8 M.36 1/3	Decl.  7  41  B.	11	188		1587	4	5	15	8	36.3333	579755.86	1587.29	1.00	7	41		7.68
1587	"DIE 13 APRILIS, VESPERI."	H.8 M.59	Decl. [MS]  7  39 1/2 B.	11	188		1587	4	13	23	8	59	579763.87	1587.31	1.00	7	39	30	7.66
1587	DIE 21 APRILIS.	H.9 M.26	Decl. [MS]  7  17 B	11	188		1587	4	21	31	9	26	579771.89	1587.33	1.00	7	17		7.28
1587	DIE 21 APRILIS.	H.9 M.44	Declin. [MS]  7  17	11	188		1587	4	21	31	9	44	579771.91	1587.33	1.00	7	17		7.28
1588	DIE 12 FEBRUARIJ.	H.6 M.20	Declin. [MS]  3  15 1/3 M.	11	275		1588	12	31	41	23	50	580392.49	1589.03	1.00	3	15		3.25
1588	DIE 15 OCTOBRIS MANE.		Decl. [MS] Bor vno  9  6 1/2	11	275		1588	10	15	25			580314.50	1588.81	1.00	9	6	30	9.11
1588	DIE 15 OCTOBRIS MANE.		Decl. [MS] Bor. alt.  9  7	11	275		1588	10	15	25			580314.50	1588.81	1.00	9	7		9.12
1588	DIE 15 OCTOBRIS MANE.		Repetita declin. [MS] B.  9  5 1/2	11	275		1588	10	15	25			580314.50	1588.81	1.00	9	5	30	9.09
1588	DIE 15 OCTOBRIS MANE.		altero  9  5	11	275		1588	10	15	25			580314.50	1588.81	1.00	9	5		9.08
1588	DIE 6 NOUEMBRIS.	H.6 M.44	Decl. [MS]  4  10 B.	11	275		1588	11	6	16	6		580336.75	1588.88	1.00	4	10		4.17
1588	DIE 6 NOUEMBRIS.	H.6 M.48	Decl. [MS]  4  10 1/4	11	275		1588	11	6	16	6		580336.75	1588.88	1.00	4	10	15	4.17
1588	DIE 6 NOUEMBRIS.	H.6 M.51	Decl. [MS]  4  10	11	275		1588	11	6	16	6		580336.75	1588.88	1.00	4	10		4.17
1588	DIE 10 NOUEMBRIS.	H.6 M.31	Decl. [MS]  3  16 1/2	11	275		1588	11	10	20	6		580340.75	1588.89	1.00	3	16	30	3.28
1588	DIE 10 NOUEMBRIS.	H.6 M.36	3  16 1/2	11	275		1588	11	10	20	6		580340.75	1588.89	1.00	3	16	30	3.28
1588	DIE 10 NOUEMBRIS.	H.6 M.40	3  16	11	275		1588	11	10	20	6		580340.75	1588.89	1.00	3	16		3.27
1588	"DIE 5 DECEMBRIS, MANE."	H.6 M.3 1/2	Declin. [MS] ad Auft.  2  4 1/2	11	276		1588	12	5	15	6		580365.75	1588.95	1.00	2	4	30	2.08
1588	"DIE 5 DECEMBRIS, MANE."	H.6 M.7 3/4	Decl. [MS] repet. alt. pin.  2  4 5/6	11	276		1588	12	5	15	6		580365.75	1588.95	1.00	2	4	50	2.08
1588	"DIE 5 DECEMBRIS, MANE."	H.6 M.15 1/2	Declin. [MS]  2  5	11	276		1588	12	5	15	6		580365.75	1588.95	1.00	2	5		2.08
